Accuracy
6.017278953922789997e-01
6.264847354471385632e-01
6.034661148473874359e-01
6.224843858431644561e-01
6.068571428571428727e-01
5.822432507653770850e-01
5.912854889589905794e-01
6.034210148052321365e-01
6.145719489981784633e-01
6.251648351648351198e-01
6.448250186150409347e-01
6.456939799331103957e-01
6.592266582835586419e-01
6.586458333333333748e-01
6.558153909549809812e-01
6.653074364202167246e-01
6.765907136715391124e-01
6.866220012967365616e-01
6.874730487278999380e-01
6.809210526315789824e-01
6.843697478991596084e-01
6.846610362930837246e-01
6.885022176731491195e-01
6.924290220820189523e-01
6.933545021546836384e-01
6.941426811513047301e-01
7.092222598487414320e-01
6.966647823629169567e-01
7.042879360142190182e-01
7.147025813692480245e-01
7.153879591393175197e-01
7.143176483737565530e-01
7.094286334998913812e-01
7.082926829268292312e-01
7.164931859641592293e-01
7.366784603838318901e-01
7.321087279677214177e-01
7.397405911120561450e-01
7.388323513658274777e-01
7.491344035253383327e-01
7.540318385183644168e-01
7.428246954367128119e-01
7.528193561615746932e-01
7.625683906266129686e-01
7.689879861535329209e-01
7.787592648999898115e-01
7.704685760550551432e-01
7.787655318719062247e-01
7.870426521123913277e-01
7.933400605449041354e-01
7.994142005857993727e-01
7.900182592818015825e-01
7.977585328578705726e-01
8.123356926188068927e-01
8.086075949367088622e-01
8.094272681196148511e-01
8.190573770491803574e-01
8.118152964062660404e-01
8.163244140219871881e-01
8.180158247108947345e-01
8.250647539350468573e-01
8.273748723186925558e-01
8.340248962655602005e-01
8.397943444730077145e-01
8.395770392749244415e-01
8.470310252722416111e-01
8.435873890419345322e-01
8.518403317781233497e-01
8.553555080866646065e-01
8.583699979048816653e-01
8.629856850715746930e-01
8.658095620731217634e-01
8.744473007712082469e-01
8.749113744555859773e-01
8.856088560885608807e-01
8.870477189302569121e-01
8.924261339991677033e-01
8.960354280894137213e-01
8.975057639907776386e-01
9.030163385002094589e-01
9.044967880085652556e-01
9.149714777741900784e-01
9.207824489354803355e-01
9.225049743428631599e-01
9.282337773957886062e-01
9.257294429708222694e-01
9.371409992413568535e-01
9.381398857635521171e-01
9.450654742893643823e-01
9.503568765313731292e-01
9.491272882077479434e-01
9.584120982986767956e-01
9.543466666666666764e-01
9.626290059750135519e-01
9.596307829181495164e-01
9.696933822658931890e-01
9.785604900459418110e-01
9.869038524500709508e-01
9.944317065181788040e-01
9.941528807758128750e-01
9.930209371884346492e-01
